ship_id,ship_name,launch,cabin,shell,trip,admin,ship_price,address,map_link,ship_features,short_description,long_description
1,Du thuyền Heritage  Bình Chuẩn Cát Bà,2019,20,Kim loại,Vịnh Lan Hạ - Bãi tắm Ba Trái Đào  - Hang Sáng Tối,Công ty cổ phần Heritage Cruises,4150000,"Lux Cruises, Lô 28 Cảng Quốc Tế Tuần Châu",https://goo.gl/maps/6mQDuQWa4Ybq6K5p8,"Bao gồm tất cả các bữa ăn, Quầy bar, Nhà hàng, Phòng có bồn tắm, Lễ tân 24 giờ, Có bể sục","['Du thuyền được thiết kế với phong cách sang trọng và truyền thống ', 'Phòng ngủ tiện nghi sang trọng mang phong cách Á Đông đều có  bồn tắm cạnh cửa kính lớn view vịnh', 'Đặc biệt hơn, du thuyền thiết kế bể bơi 4 mùa to rộng là địa điểm checkin yêu thích của mọi du khách', 'Du thuyền có nhiều lịch trình  2 ngày 1 đêm, 3 ngày 2 đêm và  4 ngày 3 đêm cho những ai muốn 1 lịch trình dài hơn trên vịnh Lan Hạ']","{'time': 1741941235989, 'blocks': [{'id': '7_cJe0sj1Y', 'type': 'header', 'data': {'text': 'Giới thiệu về du thuyền', 'level': 5}}, {'id': '3wml1ZeCgw', 'type': 'paragraph', 'data': {'text': 'Du thuyền Heritage Cruises Bình Chuẩn có kiến trúc độc đáo, thiết kế mang đậm nét truyền thống và lịch sử. Với 20 phòng rộng rãi và tất cả các cabin có bồn tắm cạnh cửa kính lớn,có ban công với tầm nhìn toàn cảnh vịnh Lan Hạ. Trên du thuyền nhiều tiện nghi nổi bật mà du thuyền thường không có như phòng tranh, thư viện, gian hàng bán đồ lưu niệm, quầy bar liền kề hồ bơi..'}}, {'id': 'T7QUmKpcQf', 'type': 'image', 'data': {'caption': 'Du thuyền tuyệt đẹp về đêm', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-heritage-binh-chuan-cat-ba/blog/iv9fjnleft3mnbuo.webp'}}}, {'id': '0JjvNL1Wru', 'type': 'paragraph', 'data': {'text': 'Đặc biệt, du thuyền có bể bơi bốn mùa mang lại cảm giác hài lòng cho những du khách đi vào mùa lạnh. Đây chính là điểm thú vị của du thuyền và hoàn toàn phù hợp với những gia đình có trẻ nhỏ. Bên cạnh đó là quầy bar với rất nhiều đồ uống ngon miệng và được trang trí đẹp mắt. Thật tuyệt vời khi bạn vừa nhâm nhi 1 ly cocktail, vừa ngâm mình trong nước ấm.&nbsp;'}}, {'id': '0hRXy75V8n', 'type': 'image', 'data': {'caption': 'Bể bơi bốn mùa của du thuyền&nbsp;', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-heritage-binh-chuan-cat-ba/blog/1790l9warvgsukpr.webp'}}}, {'id': 'wXVY1LMQP3', 'type': 'paragraph', 'data': {'text': 'Nhà hàng Tonkin của du thuyền thiết kế theo lối kiến trúc Đông Dương và đậm tính nghệ thuật sẽ phục vụ du khách các bữa ăn tươi ngon trong chuyến đi. Bên cạnh sự nổi trội về phòng nghỉ và tiện ích thì lịch trình tàu cũng rất thú vị. Những điểm tham quan như: làng chài Việt Hải,&nbsp; hang Sáng Tối hay đảo Ba Trái Đào đều rất nổi tiếng và không thể bỏ qua.....'}}, {'id': '3DKU6WYEVF', 'type': 'image', 'data': {'caption': 'Nhà hàng Tonkin', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-heritage-binh-chuan-cat-ba/blog/fgbux3svpxwcs3f1.webp'}}}], 'version': '2.30.4'}"
2,Du thuyền Indochine,2019,43,Kim loại,Vịnh Lan Hạ - Làng chài Việt Hải – Hang Sáng Tối,Tập đoàn du lịch Hương Hải,4125000,"Số 22, Bến 2, Cảng Tuần Châu, Hạ Long, Quảng Ninh, Việt Nam",https://maps.app.goo.gl/kszKdp39x2mjDe4M9,"Quầy bar, Giáp biển, Nhà hàng, Lễ tân 24 giờ, Bao gồm tất cả các bữa ăn","['Là một trong những du thuyền 5 sao mới và sang trọng nhất cho khách thăm quan Vịnh Lan Hạ.', 'Du thuyền Indochine được trang bị hai nhà hàng, quầy bar, sundeck rộng rãi và cabin sang trọng', 'Tất cả các cabins được thiết kế và phù hợp với tới tiêu chuẩn quốc tế, làm nổi bật trang trí bằng gỗ, với cửa sổ  lớn ', 'Quầy bar trên du thuyền cung cấp các loại rượu khai vị, rượu mạnh, cocktail, bia và các loại rượu vang hảo hạng được tuyển chọn từ khắp nơi trên thế giới.']","{'time': 1741233478987, 'blocks': [{'id': 'hjBd990Iiz', 'type': 'header', 'data': {'text': 'Giới thiệu về du thuyền', 'level': 6}}, {'id': '2QfvgZ8Hv-', 'type': 'paragraph', 'data': {'text': 'Du thuyền Indochine lần đầu được giới thiệu tới du khách năm 2019 mang đậm phong cách Đông Dương độc đáo. Với 43 cabin tuyệt đẹp, du thuyền Indochine với tông màu bắt mắt, cửa sổ kính cỡ lỡn đem đến cho du khách cảm giác thượng lưu sang trọng và ấm áp cùng tầm nhìn toàn cảnh vịnh Hạ Long. Tiện ích phòng nghỉ cũng được trang bị đầy đủ và luôn được các nhân viên buồng phòng chăm sóc kỹ lưỡng.&nbsp;'}}, {'id': 'YINKFdDAAq', 'type': 'image', 'data': {'caption': 'Phòng nghỉ tuyệt đẹp', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/indochine-cruise/blog/rv4jl37cqk8lzsfy.webp'}}}, {'id': 'vKteVRvkPK', 'type': 'paragraph', 'data': {'text': 'Du thuyền Indochine được trang bị hai nhà hàng, quầy bar, sundeck rộng rãi và cabin sang trọng. Dịch vụ Massage và bể sục Jacuzzi cũng luôn luôn sẵn sàng mang đến cho khách hàng những phút giây thư thái nhất. '}}, {'id': 'B4rmJTYXwr', 'type': 'image', 'data': {'caption': 'Sundeck bố trí ghế ngồi nghỉ cho du khách', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/indochine-cruise/blog/gw5tns7p427qgdb4.webp'}}}, {'id': 'mxYuU0Guev', 'type': 'paragraph', 'data': {'text': 'Nhà hàng trên du thuyền Indochine với thiết kế cổ điển phục vụ các món ăn Việt – Âu phù hợp với mọi đối tượng khách hàng, cùng danh sách đồ uống nhập ngoại ngon tuyệt. Các tiện nghi giải trí khác bao gồm phòng gym, spa và sân sundeck với buổi tiệc trà hoàng hôn thú vị.'}}, {'id': 'nhf4K0Op28', 'type': 'image', 'data': {'caption': 'Tiệc tối trên sundeck', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/indochine-cruise/blog/znm843nwvvbn0jar.webp'}}}], 'version': '2.30.4'}"
3,Du thuyền Le Theatre,2019,21,Kim loại,Vịnh Lan Hạ - Làng Việt Hải – Hang Sáng Tối – Khu vực Ao Ếch,Công ty CPTM Du lịch HMT,3700000,"Bến cảng Tuần Châu , Hạ Long, Quảng Ninh, Việt Nam",https://maps.app.goo.gl/88p59cQoiEbt6vkN7,"Lễ tân 24 giờ, Quầy bar, Phòng gia đình, Nhà hàng, Bao gồm tất cả các bữa ăn","['Du thuyền Le Theatre được thiết kế tinh với phong cách tối giản, tinh tế nhưng vẫn mang đậm phong cách hiện đại', 'Thiết kế nhẹ nhàng tinh tế của phòng ngủ với đầy đủ các trang thiết bị hiện đại', 'Du thuyền còn mang đến nhiều  hoạt động thể thao dưới nước, bao gồm chèo thuyền kayak, bơi lội và câu cá', 'Cùng đắm mình vào phòng ăn sang trọng bậc nhất và thưởng thức những món ăn tuyệt hảo từ tay vị đầu bếp tài ba với du thuyền Le Theatre', '']","{'time': 1722412628165, 'blocks': [{'id': '3dX8M9tX9T', 'type': 'header', 'data': {'text': 'Giới thiệu về du thuyền', 'level': 6}}, {'id': 'hPKp5bV79U', 'type': 'paragraph', 'data': {'text': 'Du thuyền Le Theatre được hạ thủy năm 2019 bao gồm 21 cabin với phong cách sang trọng.&nbsp; Những chi tiết trong thiết kế vô cùng tinh xảo sẽ đem đến sự hài lòng của mỗi du khách. Khu vực chung của du thuyền như: sảnh chính, nhà hàng, boong tàu đều khá rộng rãi, rất phù hợp cho nhiều đoàn đu khách.'}}, {'id': 'Md5fL3wTOk', 'type': 'image', 'data': {'caption': 'Thiết kế đẹp mắt và tinh tế', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/le-theatre-cruises/blog/6kz6zzkrsv0l9p96.jpg'}}}, {'id': 'CRhlmuk1sD', 'type': 'paragraph', 'data': {'text': 'Trải nghiệm chèo thuyền Kayak đã bao gồm trong chương trình hoặc tự do bơi lội tại khu vực Ao Ếch thuộc vịnh Lan Hạ. Kết thúc các hoạt động cũng là khoảng thời gian tuyệt vời trong ngày để ngắm hoàng hôn, Quý khách lên tầng thượng nơi có quầy bar và bể vầy xinh đẹp, ngắm cảnh, chụp hình, trò chuyện, làm quen với những người bạn mới, cùng thưởng thức cafe, trà chiều miễn phí.'}}, {'id': 'nMAhV9h0ua', 'type': 'image', 'data': {'caption': 'Boong tàu với tầm nhìn toàn cảnh Vịnh Hạ Long', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/le-theatre-cruises/blog/cemuf2qhnewqqzoc.jpg'}}}, {'id': 'nNG1MQU8LT', 'type': 'paragraph', 'data': {'text': 'Nhà hàng Le Opera phục vụ bữa ăn hảo hạng quốc tế cùng với ẩm thực Việt Nam đích thực mang đến trải nghiệm ẩm thực không thể bắt chước.'}}, {'id': '2H5kmRDSZr', 'type': 'image', 'data': {'caption': 'Nhà hàng sang trọng', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/le-theatre-cruises/blog/qkamyt9xqu39g1wh.jpg'}}}], 'version': '2.30.2'}"
4,Du thuyền Orchid Trendy,2017,20,Kim loại,Vịnh Lan Hạ - Hang Trung Trang – Khu vực Ao Ếch,Tập đoàn Pelican ,4150000,Cảng du thuyền quốc tế Tuần Châu,https://goo.gl/maps/6mQDuQWa4Ybq6K5p8,"Quầy bar, Giáp biển, Phòng gia đình, Bao gồm tất cả các bữa ăn, Lễ tân 24 giờ, Nhà hàng","['Du thuyền Orchid Trendy là một trong nhữngdu thuyền 5 sao sang trọng hiện đại và mới nhất trên vịnh Hạ Long', '  Cabin sang trọng rộng rãi với đầy đủ tiện nghi, tất cả các phòng đều có ban công riêng với tầm nhìn tuyệt đẹp ra Vịnh Hạ Long.', 'Nhà hàng với không đẹp cũng là nơi quý khách có thể gặp gỡ du khách khắp thế giới, hay dùng cho hội thảo, hội nghị, ', 'Du thuyền là sự lựa chọn lý tưởng cho gia đình, cặp đôi hoặc nhóm bạn bè']","{'time': 1741244430842, 'blocks': [{'id': 'rQ2xSfnp54', 'type': 'header', 'data': {'text': 'Giới thiệu về du thuyền', 'level': 6}}, {'id': 'E4lIKSNWgT', 'type': 'paragraph', 'data': {'text': 'Du thuyền Orchid Trendy nổi bật giữa khung cảnh nên thơ của Vịnh Hạ Long với hình ảnh như đóa hoa đỗ quyên đang nở rộ. Du thuyền bao gồm 20 cabin được thiết kế độc đáo và nét đẹp riêng với màu gỗ đặc trưng. Mỗi phòng nghỉ đều có đầy đủ các thiết bị cao cấp, hiện đại nhưng cũng không làm mất đi vẻ đẹp truyền thống. Ngay từ ban công riêng của từng phòng, du khách có thể ngắm toàn cảnh Hạ Long hùng vĩ tuyệt đẹp.&nbsp;'}}, {'id': 'Afw4p3FePM', 'type': 'image', 'data': {'caption': 'Du thuyền Orchid Trendy', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/azalea-cruise/blog/tlcoh8x8nnycnd5g.jpg'}}}, {'id': 'XmVzD3Nbcg', 'type': 'paragraph', 'data': {'text': 'Nhà hàng trên tàu là sự kết hợp hoàn hảo đa dạng giữa ẩm thực Âu- Á'}}, {'id': '1KAUEDryqb', 'type': 'image', 'data': {'caption': 'Nhà hàng rộng rãi, sang trọng', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/azalea-cruise/blog/w1iyaacj92g6v1k3.jpg'}}}, {'id': 'XLgLbXxvWZ', 'type': 'paragraph', 'data': {'text': 'Lịch trình hấp dẫn của tàu sẽ đưa đến sự trải nghiệm thú vị cho mỗi du khách. Hang Trung Trang, Ao Ếch là hai trong những điểm tham quan đặc biệt của tàu. Du khách cũng có thể tham gia chèo kayak trên làn nước trong xanh của Vịnh Hạ Long.'}}, {'id': 'yjTN4FI5cV', 'type': 'image', 'data': {'caption': 'Trải nghiệm chèo Kayak', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/azalea-cruise/blog/9k6of7t6jynb8ub5.jpg'}}}], 'version': '2.30.4'}"
5,Du thuyền Milalux,2012,20,Kim loại,Vịnh Hạ Long – Khu vực Tùng Sâu – Đảo Titop – Hang Sửng Sốt,Công ty cổ phần du thuyền quốc tế Hạ Long,3200000,"Cảng tàu khách quốc tế Tuần Châu, Hạ Long, Quảng Ninh, Việt Nam",https://maps.app.goo.gl/kBVXPKKBze7tfA1T6,"Quầy bar, Giáp biển, Phòng gia đình, Nhà hàng, Lễ tân 24 giờ","['Du thuyền Milalux được thiết kế với 20 cabin rộng rãi, nhà hàng , boong tàu rộng cũng như là phòng Spa', 'Du khách được thưởng thức đồ ăn ngon, được kết hợp cả phương đông và món ăn Việt Nam', 'Trải nghiệm chèo thuyền kayak trong khu vực hang luồn và tận hưởng vẻ đẹp chân thực nhất của vịnh Hạ Long', 'Du khách sẽ tận hưởng cảm giác ấm áp và thoải mái cũng như những cảm giác thực sự trải nghiệm trên vịnh Hạ Long -kì  quan thiên nhiên thế giới. ']","{'time': 1741246324034, 'blocks': [{'id': '43kkwlgm1C', 'type': 'header', 'data': {'text': 'Giới thiệu về du thuyền', 'level': 6}}, {'id': 'mhTl6ghSkV', 'type': 'paragraph', 'data': {'text': 'Du thuyền Milalux với thiết kế vỏ thép chắc chắn và tinh tế, tỉ mỉ. Với số lượng 20 cabin, du thuyền có thể phục vụ nhiều nhu cầu của từng nhóm du khách hoặc thuê trọn tàu để tổ chức sự kiện. Mỗi phòng đều có ban công riêng với đồ nội thất bằng gỗ tinh tế, sang trọng. Diện tích các hạng phòng từ 16-30m2 phù hợp với từng lựa chọn của du khách..<br><br>'}}, {'id': 'kA3dxoSoVa', 'type': 'image', 'data': {'caption': 'Du thuyền Milalux', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/pelican-halong-cruise1/blog/p6w0vmgjwtjyz7ee.webp'}}}, {'id': '4zmoRgwby2', 'type': 'paragraph', 'data': {'text': 'Nhà hàng trên du thuyền Milalux được mở để phục vụ bạn những món ăn the set từ bữa sáng, trưa và cả bữa tối. Các món ăn là sự kết hợp giữa các món truyền thống Việt Nam và ẩm thực phương tây chắc chắn sẽ mang đến cho bạn những bữa ăn ngon miệng, hoàn hảo. Hòa mình vào không gian bếp ấm cúng, cảnh quan kì diệu của vịnh Hạ Long cùng với những món ăn ngon miệng chắc chắn sẽ mang đến cho bạn một trải nghiệm tuyệt vời. Nhà hàng cũng là nơi gắn kết tình cảm tuyệt vời cho những buổi tiệc gia đình, những sự kiện quan trọng'}}, {'id': 'tkLFs3qHaQ', 'type': 'image', 'data': {'caption': 'Nhà hàng sang trọng và thoáng đãng', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/pelican-halong-cruise1/blog/3346yj4rjxrqsd2a.webp'}}}, {'id': 'yWEbVxejqH', 'type': 'paragraph', 'data': {'text': 'Trên tầng thượng của du thuyền là một boong tàu rộng rãi, là nơi lý tưởng nhất cho hoạt động tắm nắng và ngắm cảnh vịnh Hạ Long. Đây cũng là không gian hoàn hảo cho lớp thái cực quyền buổi sáng. Không khí mát mẻ, trong lành của vịnh là một điểm vô giá và rất khó để tìm thấy ở một nơi nào khác trong thời đại công nghiệp hóa này. Hãy cùng tận hưởng không khí trong lành và tập một bài thái cực quyền để nạp đầy năng lượng cho ngày mới. &nbsp;'}}, {'id': 'CfLB0-gmbw', 'type': 'image', 'data': {'caption': 'Sundeck với ghế dài dành cho du khách', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/pelican-halong-cruise1/blog/xhxkyzf78wje06p8.webp'}}}], 'version': '2.30.4'}"
6,Du thuyền Paradise Elegance Hạ Long,2016,31,Kim loại,Vịnh Hạ Long- Hang sửng sốt - Trại ngọc trai Tùng Sâu - Đảo Soi Sim,Paradise Group,4150000,"Tuần Châu, Hạ Long, Quảng Ninh, Việt Nam",https://maps.app.goo.gl/uex5xoocdJkSuPzt6,"Lễ tân 24 giờ, Quầy bar","['Du thuyền mới và sang trọng nhất ở Vịnh Hạ Long, tất cả các cabin đều có hành lang để du khách có thể ngắm cảnh hòa mình vào Vịnh', 'Du thuyền 5 sao mới và sang trọng nhất ở vịnh hạ long có cấu trúc vỏ thép kết hợp kiểu dáng đương đại, trang thiết bị hiện đại ', 'Sở hữu quầy bar piano, spa, dịch vụ quản gia và vô vàn lựa chọn thưởng thức ẩm thực', 'Du thuyền Paradise Elegance hứa hẹn đem tới những trải nghiệm ấn tượng khó quên cùng những chuyến du ngoạn làm hài lòng du khách. ']","{'time': 1741243556656, 'blocks': [{'id': 'payJTqyz8v', 'type': 'paragraph', 'data': {'text': 'Du thuyền Paradise Elegance hứa hẹn đem tới những trải nghiệm ấn tượng khó quên cùng những chuyến du ngoạn làm hài lòng du khách.'}}, {'id': 'Wc-EHORjO4', 'type': 'image', 'data': {'caption': '', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/paradise-elegance-cruise-halong/blog/vopfepok9hj9p0za.jpg'}}}, {'id': 'cG4wGWgpqW', 'type': 'paragraph', 'data': {'text': 'Trên du thuyền Paradise Elegance, từ thứ 3 đến Chủ nhật, du khách sẽ được&nbsp;tận hưởng nhạc sống tại quầy bar Le Piano. Giữa những giai điệu bất hủ, thưởng thức một ly rượu vang hoặc cocktail hấp dẫn, chắc chắn sẽ là một kỷ niệm không thể nào quên.'}}, {'id': 'AzixR6Wxdi', 'type': 'image', 'data': {'caption': '', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/paradise-elegance-cruise-halong/blog/2vtxj4na8agey8wn.jpg'}}}, {'id': 'DrmsGSnUQ3', 'type': 'paragraph', 'data': {'text': 'Với hành trình khám phá Vịnh Hạ Long, du khách sẽ tận hưởng những khoảng khắc vô cùng thư thái với các liệu trình spa ngay trên du thuyền. Trải nghiệm spa giữa lòng Di sản chắc chắn sẽ là điểm nhấn của hành trình này.'}}, {'id': 'vKDWShalT_', 'type': 'image', 'data': {'caption': '', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/paradise-elegance-cruise-halong/blog/l075rj0ju379d870.jpg'}}}, {'id': 'ObVJXA4QTX', 'type': 'paragraph', 'data': {'text': 'Nhà hàng nơi đây có không gian sang trọng, ẩm thực đa dạng theo phong cách kết hợp Á- Âu với đặc sản&nbsp;địa phương xuất sắc và&nbsp;những món Âu truyền thống với những&nbsp;nguyên liệu tươi sạch cùng cách chế biến hấp dẫn.'}}, {'id': 'dsmf-UX3Ub', 'type': 'image', 'data': {'caption': '', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/paradise-elegance-cruise-halong/blog/cirjmjczhcldu6mg.jpg'}}}, {'id': 'JrqmuLft7A', 'type': 'paragraph', 'data': {'text': 'Ngoài ra, du thuyền Paradise Elegance còn có các dịch vụ nổi bật khác như:&nbsp;dịch vụ quản gia, lớp dạy nấu ăn, hệ thống nước nóng, bể sục, tập thái cực quyền, chèo thuyền kayak,..'}}, {'id': 'fIekTq3mQA', 'type': 'paragraph', 'data': {'text': 'Các hang động lớn nhỏ trên đảo, cũng như trên Vịnh Hạ Long là kho báu kỳ bí đang chờ du khách khám phá. Cùng trải nghiệm một thế giới diệu kì ẩn sau những dãy đá vôi và dòng nước trong xanh hình thành hàng triệu năm về trước.'}}], 'version': '2.30.4'}"
7,Du thuyền Paradise Peak,2012,8,Gỗ,Vịnh Hạ Long – Làng ngọc trai Tùng Sâu – Đảo Titop – Hang Sửng Sốt,Paradise Group,4750000,"Tuần Châu, Hạ Long, Hạ Long, Việt Nam",https://maps.app.goo.gl/uex5xoocdJkSuPzt6,"Lễ tân 24 giờ, Quầy bar, Nhà hàng, Bao gồm tất cả các bữa ăn","['Du thuyền Paradise Peak là tàu gỗ thuộc đội tàu của Tập đoàn Paradise Hạ Long.', 'Du thuyền có số lượng cabin nhỏ nhưng diện tích mỗi cabin khá rộng rãi và đầy đủ các trang thiết bị phòng nghỉ.', 'Các khu vực khác trên tàu đảm bảo sự thoải mái du khách như: nhà hàng, spa, boong tàu thoáng đãng.', 'Lịch trình truyền thống của du thuyền chạy theo tuyến Hạ Long sẽ đưa du khách tham quan các điểm du lịch nổi tiếng']","{'time': 1741243805770, 'blocks': [{'id': 'Eo9Ey7G43c', 'type': 'header', 'data': {'text': 'Giới thiệu về du thuyền', 'level': 6}}, {'id': 'slJ83abb-o', 'type': 'paragraph', 'data': {'text': 'Du thuyền Paradise Peak là du thuyền gỗ sang trọng thuộc đội tàu của tập đoàn Paradise Hạ Long. Với thiết kế theo phong cách cổ điển kết hợp tông màu gỗ nổi bật, du thuyền sẽ làm hài lòng những du khách yêu thích nội thất gỗ ấm áp. Các hạng phòng chính của du thuyền là: Junior Suite, Superior Suite và Premium Suite đều có diện tích rộng từ 38-42m2, ban công riêng, bồn sục Jacuzzi.&nbsp;'}}, {'id': 'ZtvcCvtZsE', 'type': 'image', 'data': {'caption': 'Du thuyền Paradise Peak', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/paradise-peak-cruise/blog/divbpaychaxhps5v.webp'}}}, {'id': 'I-A0ANYgdg', 'type': 'paragraph', 'data': {'text': 'Nhiều tiện ích trên tàu như: phòng Spa, phòng gym cũng luôn sẵn sàng phục vụ du khách. Bên cạnh đó, nhà hàng của du thuyền với những đầu bếp giàu kinh nghiệm sẽ chuẩn bị những bữa ăn tươi ngon từ nguồn thực phẩm của địa phương. Du khách có thể hoàn toàn yên tâm.'}}, {'id': '2juh4csqSW', 'type': 'image', 'data': {'caption': 'Nhà hàng trên du thuyền Paradise Peak', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/paradise-peak-cruise/blog/fl4ufurlcjsru9wu.webp'}}}, {'id': 'wnSfuZX7CT', 'type': 'paragraph', 'data': {'text': 'Lịch trình của du thuyền sẽ đưa du khách khám phá vịnh Hạ Long qua những điểm du lịch nổi tiếng như: đảo Ti Tốp, hang Luồn...Bên cạnh những hoạt động trong lịch trình, du khách cũng có thể nghỉ ngơi và tham dự Happy Hour trên du thuyền diễn ra vào các buổi chiều và cùng ngắm hoàng hôn dần buông xuống trên boong tàu.'}}, {'id': '3uI38HLM1Q', 'type': 'image', 'data': {'caption': 'Bữa tiệc trên boong tàu', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/paradise-peak-cruise/blog/iakvngho3z5h1inq.webp'}}}], 'version': '2.30.4'}"
8,Du thuyền Aspira,2020,22,Kim loại,Vịnh Lan Hạ - Hang Sáng Tối -  Hang Trung Trang,Công ty  Du Lịch Châu Á Thái Bình Dương,3500000,"Bến Tuần Châu, Hạ Long, Quảng Ninh, Việt Nam",https://maps.app.goo.gl/oiuwbtJsMZNym9d27,"Quầy bar, Giáp biển, Phòng gia đình, Bao gồm tất cả các bữa ăn, Lễ tân 24 giờ, Nhà hàng, Phòng có bồn tắm","['Du thuyền đầy đủ tiện ích, nội thất hiện đại và đẳng cấp, cabin rộng rãi có ban công riêng với cửa sổ lớn và phòng tắm riêng ', 'Du khách được thưởng thức những bữa ăn ngon tại nhà hàng & Quầy bar sang trọng với tầm nhìn toàn cảnh Vịnh Hạ Long.', 'Thiết kế cabin rộng rãi có ban công riêng với cửa sổ lớn và phòng tắm riêng ', 'Các dịch vụ tiện ích dịch vụ nhà hàng, Gym, Spa, Massage và  phòng tập thể dục và điều trị spa trên tàu']","{'time': 1741167228771, 'blocks': [{'id': 'dwB3Pl8oSZ', 'type': 'header', 'data': {'text': 'Giới thiệu về du thuyền', 'level': 6}}, {'id': 'xGgiCDK27S', 'type': 'paragraph', 'data': {'text': 'Du thuyền Aspira hạ thủy mùa xuân năm 2020 với 22 cabin sang trọng, đầy đủ các thiết bị hiện đại nhất. Mỗi phòng đều có ban công riêng với cửa sổ lớn và phòng tắm riêng. Du khách sẽ có những trải nghiệm tuyệt vời, thư giãn cùng hồ bơi hình trái tim, phòng spa &amp; massage, phòng gym và bể sục Jacuzzi.'}}, {'id': '_Yl0jdVYY8', 'type': 'image', 'data': {'caption': 'Boong tàu rộng rãi&nbsp;', 'withBorder': False, 'withBackground': False, 'stretched': True, 'file': {'url': 'https://minio.fares.vn/mixivivu-dev/tour/aspira-cruises/blog/c0rp54i3x8wh5jpl.webp'}}}, {'id': '_ecSxasCRV', 'type': 'paragraph', 'data': {'text': 'Du thuyền Aspira sẽ đưa bạn đến những khu vực yên tĩnh hơn của vịnh với nhiều hoạt động trên tàu và ngoài khơi như chèo thuyền kayak, bơi lội, tắm nắng, đi xe đạp, chèo thuyền, tai-chi phiên, lớp học nấu ăn, vv...'}}], 'version': '2.30.4'}"
