room_id,ship_id,room_name,size,max_persons,room_price,room_features
6,47,Phòng The Oceania Suite,100,2,14500000,"Nhìn ra biển, Hồ bơi có tầm nhìn, Cửa sổ từ sàn đến trần, Wi-Fi, Điều hòa, Ban công riêng, Két an toàn, Sạc điện thoại"
7,47,Phòng The Owner's Suite,150,2,24200000,"Nhìn ra biển, Cửa sổ từ sàn đến trần, Hồ bơi có tầm nhìn, Wi-Fi, Điều hòa, Ban công riêng, Két an toàn, Sạc điện thoại"
1,48,Tour 1 ngày ,1,400,1650000,"Nhìn ra biển, Cửa sổ từ sàn đến trần, Hồ bơi có tầm nhìn, Wi-Fi, Điều hòa, Ban công riêng"
1,49,Phòng Junior Suite,28,2,3200000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng"
2,49,Phòng Senior Suite,28,2,3400000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng"
3,49,Phòng Family VIP,40,3,3500000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng"
4,49,Phòng Honeymoon Terrace - VIP,55,2,3900000,"Wi-Fi, Nhìn ra biển, Điều hòa, Ban công riêng"
1,50,Tour 1 ngày ,1,99,1700000,"Nhìn ra biển, Wi-Fi"
1,51,Phòng Balcony ,28,2,3850000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng"
2,51,Phòng Executive Balcony,28,2,4100000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng"
3,51,Phòng Balcony Suite,35,2,4800000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng"
4,51,Phòng Captain View,35,2,5100000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng"
1,52,Phòng Junior,38,2,3600000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng, Sạc điện thoại, Két an toàn"
2,52,Phòng Senior,40,2,3900000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng, Sạc điện thoại, Két an toàn"
3,52,Phòng King/Queen Suite Balcony,65,2,7050000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng, Sạc điện thoại, Két an toàn"
4,52,Phòng President ,160,2,14800000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng, Sạc điện thoại, Két an toàn"
5,52,Phòng Family ,65,4,3400000,"Nhìn ra biển, Wi-Fi, Ban công riêng, Điều hòa, Sạc điện thoại, Két an toàn"
1,53,Hải trình 8 tiếng,1,99,1250000,"Nhìn ra biển, Wi-Fi, Điều hòa"
1,54,Phòng Deluxe,35,2,3050000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng, Két an toàn"
2,54,Phòng Executive,36,2,3175000,"Nhìn ra biển, Wi-Fi, Điều hòa, Két an toàn, Ban công riêng"
3,54,Phòng Suite,55,2,3750000,"Nhìn ra biển, Wi-Fi, Điều hòa, Két an toàn, Ban công riêng"
1,55,Tour du thuyền 1 ngày ,1,1,1300000,"Nhìn ra biển, Wi-Fi"
1,56,Phòng Junior Suite,28,2,3500000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
2,56,Phòng Junior Suite Trip,32,2,3500000,"Điều hòa, Sạc điện thoại, Két an toàn, Ban công riêng, Wi-Fi, Nhìn ra biển"
3,56,Phòng Senior Suite,30,2,3750000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
4,56,Phòng Executive Suite,40,2,4600000,"Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn, Wi-Fi, Nhìn ra biển, Cửa sổ từ sàn đến trần"
1,57,Phòng Deluxe Tầng 1,35,2,2700000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
2,57,Phòng Deluxe Tầng 3,30,2,2700000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
3,57,Phòng Executive Tầng 2,35,2,2900000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
4,57,Phòng Suite Tầng 2,55,2,3100000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
1,58,Phòng Deluxe Tầng 1,35,2,2850000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
2,58,Phòng Executive Tầng 2,35,2,3000000,"Nhìn ra biển, Wi-Fi, Sạc điện thoại, Ban công riêng, Điều hòa, Két an toàn"
3,58,Phòng Suite Tầng 2 ,55,2,3550000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
1,59,Phòng Deluxe có ban công riêng,20,2,3550000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
2,59,Phòng Grand Deluxe,25,2,3550000,"Nhìn ra biển, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn, Wi-Fi"
3,59,Phòng Executive,20,2,3800000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
4,59,Phòng Long Quân Suite,36,2,4550000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
5,59,Phòng Âu Cơ Suite,40,2,4550000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
1,60,Tour du thuyền 6 tiếng,0,0,1300000,Wi-Fi
1,61,Phòng Junior Suite,26,2,3000000,"Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn, Nhìn ra biển"
2,61,Phòng Senior Suite,26,2,3250000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
3,61,Phòng Junior Suite Triple,29,3,3000000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng"
4,61,Phòng Executive Suite,48,2,3750000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại"
1,62,Tour 4h,1,120,890000,"Điều hòa, Nhìn ra biển, Hồ bơi có tầm nhìn, Wi-Fi"
1,63,Tour tham tuần vịnh Hạ Long 6 tiếng ( 12:00 - 18:00),1,99,990000,"Nhìn ra biển, Wi-Fi, Điều hòa, Ban công riêng"
1,64,Phòng Deluxe Ocean,20,2,2500000,"Nhìn ra biển, Cửa sổ từ sàn đến trần, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
2,64,Phòng Premium Deluxe Ocean,20,2,2700000,"Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn, Cửa sổ từ sàn đến trần, Wi-Fi"
3,64,Lily Exclusive Suite,30,2,2900000,"Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
1,65,Tour 8 tiếng,1,99,1250000,"Nhìn ra biển, Cửa sổ từ sàn đến trần, Wi-Fi, Điều hòa, Sạc điện thoại"
1,66,Tour 8 tiếng,1,500,1400000,"Nhìn ra biển, Cửa sổ từ sàn đến trần, Hồ bơi có tầm nhìn, Wi-Fi, Sạc điện thoại, Điều hòa"
1,67,Phòng Oasis Suite,32,2,5050000,"Nhìn ra biển, Cửa sổ từ sàn đến trần, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
2,67,Phòng Harmony Suite,32,2,5350000,"Nhìn ra biển, Cửa sổ từ sàn đến trần, Wi-Fi, Ban công riêng, Sạc điện thoại, Điều hòa, Két an toàn"
3,67, Phòng Sky Suite,32,2,5825000,"Nhìn ra biển, Wi-Fi, Cửa sổ từ sàn đến trần, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
1,68,Phòng Junior Suite,32,2,4125000,"Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn, Wi-Fi, Nhìn ra biển"
2,68,Phòng Suite  ,42,2,4870000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Két an toàn, Ban công riêng"
3,68,Phòng Executive Suite,54,2,5625000,"Wi-Fi, Nhìn ra biển, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
4,68,Phòng President Suite,80,2,9250000,"Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn, Wi-Fi, Nhìn ra biển"
1,69,Phòng Calista Ocean,30,2,3950000,"Nhìn ra biển, Wi-Fi, Két an toàn, Ban công riêng, Điều hòa"
2,69,Phòng Calista Bay,32,2,4200000,"Nhìn ra biển, Wi-Fi, Két an toàn, Ban công riêng, Điều hòa"
3,69,Phòng Calista Legacy,33,2,4600000,"Nhìn ra biển, Wi-Fi, Két an toàn, Ban công riêng, Điều hòa"
4,69,Phòng Calista Horizon,65,2,7400000,"Nhìn ra biển, Wi-Fi, Két an toàn, Ban công riêng, Điều hòa"
5,69,Phòng Calista Majesty,78,2,8350000,"Nhìn ra biển, Wi-Fi, Két an toàn, Ban công riêng, Điều hòa"
1,70,Phòng Junior Suite,35,2,4325000,"Nhìn ra biển, Wi-Fi, Két an toàn, Ban công riêng, Điều hòa"
2,70,Phòng Senior Suite,35,2,4850000,"Wi-Fi, Nhìn ra biển, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
3,70,Executive Suite,45,2,5375000,"Nhìn ra biển, Wi-Fi, Két an toàn, Ban công riêng, Điều hòa"
4,70,Phòng Premium Suite,45,2,5650000,"Wi-Fi, Nhìn ra biển, Điều hòa, Ban công riêng, Két an toàn"
5,70,Phòng Prime Panorama Terrace Suite,60,2,5900000,"Điều hòa, Két an toàn, Ban công riêng, Wi-Fi, Nhìn ra biển"
6,70,Phòng Luxury Grand,45,2,5375000,"Nhìn ra biển, Két an toàn, Ban công riêng, Điều hòa, Wi-Fi"
1,71,Grandeur Deluxe,35,2,3250000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
2,71,Grandeur Executive,35,2,3450000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
3,71,Grandeur Royal,55,2,4700000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
4,71,Grandeur King/Queen,55,2,5050000,"Nhìn ra biển, Wi-Fi, Điều hòa, Sạc điện thoại, Ban công riêng, Két an toàn"
