room_id,img_url
21,https://minio.fares.vn/mixivivu-dev/tour/sea-stars-hotel-ha-long/Junior Suite/hte4116xjmnoirzf.webp
21,https://minio.fares.vn/mixivivu-dev/tour/sea-stars-hotel-ha-long/Junior Suite/fo7qyov22tkb6q0p.webp
22,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe seaview /o35srege4evz82l6.webp
22,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe seaview /jibqphvaisp6zs68.webp
22,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe seaview /7qqlz9y677ckqlxq.webp
22,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe seaview /807ksuhlzrn7a6sb.webp
22,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe seaview /ychakcvnbzjhkbt2.webp
23,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Superior /6s8rph1d0de89owi.webp
23,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Superior /ys6w5b5ylxzkhon1.webp
24,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe Executive seaview /cq210ld7eoebhoqn.webp
24,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe Executive seaview /525dyfzkq4g7zgpg.webp
24,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe Executive seaview /eyg60ewsrinwvyl4.webp
24,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe Executive seaview /0jgswc8e76wkhqhu.webp
24,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Deluxe Executive seaview /5q82dqvdbg44pm03.webp
25,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Executive Suite seaview /j6h09d6qhgjmsfz1.webp
25,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Executive Suite seaview /nvyq5tx8z0ceqvq5.webp
25,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Executive Suite seaview /n31j8mti7e1f7p8e.webp
26,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Junior Suite seaview/bbxgatjv4n1v8j7h.webp
26,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Junior Suite seaview/5r6j5d3kj3kqvv8w.webp
26,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Junior Suite seaview/4tcrto03mmpn2xwp.webp
26,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Junior Suite seaview/tj9qw1hv4517a4mo.webp
26,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Junior Suite seaview/lptz3pmnqnt7alyx.webp
27,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Grand Suite seaview/62wk2f3uhtap847h.webp
27,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Grand Suite seaview/q1bk2xnutv1ratri.webp
27,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Grand Suite seaview/530lep6yw10zxqb1.webp
27,https://minio.fares.vn/mixivivu-dev/tour/wyndham-legend-halong/Grand Suite seaview/xpzuknjp21nk3ozb.webp
